;tweet_cleans;tweet_english;klasifikasi
3105;sodara sy wktu hamil kaya andin tensi masuk trpksa sesar bayinya meninggal didalam kandungan dokternya prematur krna organ tubuh yg sempurna disebabkan karna tensi ibunya crta ibunya gitu;my brother, when he was pregnant, like andin, had to have a cesarean, the baby died in the womb, the doctor was premature because his perfect body organs were caused by his mother's blood pressure and his mother';Negatif
3106;karna dokternya;because of the doctor;Negatif
3107;lg pake kf beauty doyan sih bulunya ngembang dibanding pake rc skrg bb nya lambat kemarin pake rc cpt sampe dokternya bilang gede ya blm bb udh skrg udh bln otw aja pake kf pengen coba nb beauty sihh ngefek bb ga kak;i'm still using kf beauty, but my hair is growing, compared to using rc now, the bb is slow yesterday using the fast rc until the doctor said it's big, yes, it's not bb, now it's been a month or so using kf, want to try nb beauty, does it affect bb or not?;Positif
3108;askara lahirnya dibilang prematur andin hamil udah ya gak berkembang deh jantung paru paru nya perasaan periksa kandungan dokternya bilang aja yaa aneh deh ahh maksa banget;askara was born prematurely andin is pregnant already, her heart and lungs aren't developing, she feels like she's checking her womb, the doctor just said it's weird, ahh that's really press;Positif
3109;dokternya pintar wkwk;the doctor is smart;Positif
3110;beneran anfal trs dokternya al mengalami amnesia;really is anfal, but the doctor has amnesia;Netral
3111;disuruh dokternya cukur kumisku huhuhu ntar tebel atuttt;the doctor told me to shave the mustache, huhuhu, it'll get thick;Negatif
3112;abis konsultasi dokternya bilang penyebab utama depresi ditambah gangguan kecemasan dokternya nyuruh kunjungan fisik psikiater rumit ya hidup capek;after consulting the doctor, he said that the main cause was depression and anxiety. the doctor ordered a physical visit from a psychiatrist. it's complicated. life is tired.;Netral
3113;kn dr kemarin dokternya andin ktnya lg seminar abis seminar gk;since yesterday, the doctor is andin, or is there another seminar after the seminar?;Negatif
3114;dokternya dikirim seminar ul tu kemarin dokter kandungan tdrakhir yg standby yl skrg udah gk;the doctor was sent to the ul seminar yesterday, the last obstetrician who was on standby, now it's gon;Netral
3115;dokternya sibuk urus pasien;the doctor is busy taking care of the pati;Positif
3116;dokternya bilang merasakan yg;the doctor said he felt;Netral
3117;fun fact dokternya orang bekasi berobat klinik daerah jakpus deket rumahku emang kalo berobat disitu;fun fact, the doctor from bekasi is taking treatment at a clinic in the central jakarta area near my house, if you get treatment ther;Positif
3118;besok dokternya nanya copot gara gara makan labu dok;tomorrow the doctor will ask if it's taken off because of eating pumpkin;Negatif
3119;kalo diitung kayanya kali dokternya doain biar cepet sembuh she said cepet sembuh yaa mba semoga sehat obatnya diminum yaaa kasian kulitnya aaakkk terharu dapet dokter dokter sehat yaaa;if you count the times, the doctor prays for a speedy recovery. she said get well soon, ms. i hope you are healthy. take the medicine. poor skin.;Netral
3120;pasien bilang minjem hp susternya siang malem like how sorry gue sebenernya ngga nethink ngga masuk akal anjirrr hp barang pribadi yaa;the patient said that he borrowed his nurse's cell phone day and night like how sorry i actually didn't think it made sense, my cellphone is a personal item huh;Positif
3121;wkwkwk samaa ya hb rendah dibawa dokter tuh abis dokternya gini ko km ga pingsan si orng hb segini tuh pingsan km pusing doang ga pingsan dok pengen ngerasain namanya pingsan;wkwkwk same, yes, low hb was brought by the doctor, after the doctor, how come you didn't faint, the person in this hb fainted, you just dizzy, didn't faint, doc, want to feel the name faint;Positif
3122;seneng bangettt dokternya bangeettttt konsultasi sampe nanya keluhan jelasin obat tuh friendly banget btw dokternya cewe dokter cewe;i'm very happy, the doctor is really good, consulted until i asked a complaint, explained the drug, it's really friendly, btw, the doctor is a female doctor.;Negatif
3123;ah see kombinasi obatnya bikin berefek obat jenis penenang dikasi udah engga kalo kambuh lg hope not kasi tau aja dokternya kalo efek dx;ah, see the combination of drugs that make the effect of a sedative type of medicine, it doesn't happen if it comes back, hope it doesn't just tell the doctor if it has a dx effect;Netral
3124;gue heran dokternya gaada periksa kondisi andin;i'm surprised the doctor isn't checking andin's condit;Negatif
3125;woy gue salah satunya history isk nyiksa kalo pipis sakit kalo berobat sampe pinggul gue dokternya udah tes darah tes urine haduh pokonya perut kerasanya sakitttttttt banget;wow, i'm one of them with a history of urination, it hurts when i pee, if i take treatment it reaches my hip, the doctor has done a blood test, a urine test, oh my, my stomach hurts really bad;Netral
3126;ga inget dokternya ngomong aja tp yg inget pas mamaku blg pusing dok ga beranian ngomong mama yg jelasin keluhan dokter;i don't remember the doctor talking, but what i remember when my mom said i was dizzy, doc, didn't dare speak, mom explained the doctor's complaint;Positif
3127;kemarin pas mcu suruh duduk tegak tangan dilurusin gitu trs dokternya punggungku kaya;yesterday, when i gave birth, i was told to sit up straight, my arms were straightened, so the doctor said that my back was like that;Positif
3128;last sentence gapapaa mel emang yg cepet lambat udah makai dokternya nyaranin lepasin wkwk;last sentence it's okay to slow down, the doctor has used it, the doctor recommends letting it go wkwk;Negatif
3129;kemaren populer dateng klinik bawa potonya contoh idung kek yohan rekomen langsung dokternya ner bener ya idung yohan;yesterday it was popular to come to the clinic with a photo, for example, idung kek yohan, the doctor recommended it right away, idung yohan;Netral
3130;rs sejahtera susternya ya;rs prosper sist;Netral
3131;ntar dokternya bingung budegnya berjamaah;the doctor will be confused about the group togeth;Netral
3132;susternya ajaaaaa;the sist;Netral
3133;temenin kalo deket anak rantau tau sakit minum aja sampe ga kuat buka pintu kulkas bingung ngadu bingung dokternya gimana sehat bahagia ya;accompany if you are close to overseas children, you know you are sick, just drink until you can't open the refrigerator door, you are confused and confused about the doctor, how are you healthy and happy?;Netral
3134;gt sep butuh surat dokternya aja alasan biar ga ambil obat;i just need a doctor's letter, the reason is not to take the medicin;Netral
3135;tangan ngilu bekas ambil darah wkwkw dimarahin susternya jarang minum susah ngambil darahnya;my hand hurts from taking blood, wkwkwk the nurse rarely drinks, it's hard to draw blood;Netral
3136;emosiii dokternya dr kmrn;emotion the doctor is from kmrn;Negatif
3137;muka orang thailand emang ya cewe tulen sampe lady boy pedagang kaki sampe selebriti bentukannya ya udah khas banget cetakan dokternya kalo op dr thailand ketauan dokternya hasil kerjanya;thai people's faces are real girls, even ladyboys, street vendors to celebrities, the shape is already very distinctive, the doctor's print, if the doctor from thailand finds out that the doctor's work;Positif
3138;tergantung pemicunya krys salah makan hahahaha ya allah dokternya aja pakai herbal km suka minum air kunyit nonton youtube asam lambung;depending on the trigger, krys eats the wrong thing hahahaha oh god, the doctor just uses herbs, you like to drink turmeric water, watch youtube, stomach acid;Positif
3139;dokternya pas edh skrg lawak bener ganti penulis pe nu lis pe ru sak lo gi ka;the doctor soon edh now funny really change the author pe the lis pe ru sak lo gi to;Netral
3140;trgantung dokternya kak masi dokter muda klinik masi murah kalo udh lbh senior praktek bs sampe keatas;depends on the doctor, sis, still a young doctor, the clinic is still cheap, if you are more senior, you can practice up to the top;Netral
3141;dokternya nanya al dadanya msh sesak heh al mmg keluhan sesak nafas ya;the doctor asked that his chest is still tight, hey, it's a complaint of shortness of breath huh?;Netral
3142;dokternya al ugd icu perawatan yaaakk;the doctor al ugd icu care yaaakk;Positif
3143;dokternya mager ngomong ya betmut singkat ngejelasinnya gitu doang;the doctor is lazy to say yes betmut briefly explain it like that;Positif
3144;diluar topik btw dokternya al dokternya pangeran ya ttg kepala;off topic btw the doctor al the doctor is the prince about the head;Positif
3145;sakit isk grgr nya kaya jarang minum sm nahan pipis dokternya nahan pipis pengen males dok kalo toilet ngelewatin atasan;isk grgr hurts like i rarely drink while holding back the doctor's pee, holding my pee, i want to be lazy, doc, if i pass the toilet over my boss;Positif
3146;dokternya dipraktekkin lancar bet pas gua gunain rumah ngilu yaaa;the doctor is practicing smoothly, when i use the house it hurts, doesn't it?;Positif
3147;kesel dokternya al hasil foto thoraxnya gimana;the doctor is annoyed, how are the results of the chest photo;Negatif
3148;aseli bangun dokternya kemana;where do you wake up the doctor?;Positif
3149;udah treatment dokter kemarin dokternya elsa kak;i've had the doctor's treatment yesterday, the doctor is elsa, si;Netral
3150;mah liat dokternya aja langsung sembuh;i'll see the doctor, i'll be fin;Netral
3151;mata panda yah resepin serum matanya hiyaa ngomong ngeluhin mata tp dokternya notice luph dokter sarah;panda eyes, please prescribe eye serum. hiya, i'm talking about complaining about my eyes, but the doctor notices luph, doctor sarah;Netral
3152;dokternya aja nderr;just the doctor;Positif
3153;gue rs dibilang copida awas aja ye dokternya gue tembak ditempat piw piw;i was said to be copida, just watch out, the doctor, i'll shoot at the piw piw plac;Netral
3154;tergantung dokternya ya kadang linu kadang aja tergantung yg ngerjain;depending on the doctor, sometimes it hurts, sometimes it just depends on the person doing it;Negatif
3155;oknum yg bikin panik grgr pipis dikit taunya gamau karna wangi pasirnya diganti pas diperiksa centil liatin dokternya;the person who panicked, grgr peed a little, he didn't want to because the smell of the sand was replaced when he was checked and looked at the doctor;Positif
3156;dikenalin dokternya kebanting mah;recognized by the doctor, it's loud;Netral
3157;setau gapapa sih coba dokternya;i know it's okay, try the doctor;Netral
3158;ga kenalin dokternya;don't know the doctor;Negatif
3159;dokternya nimbrung;the doctor join;Positif
3160;diem aja ngga nangis dokternya panik;just shut up, don't cry, the doctor is panick;Netral
3161;iya lu dokternya pas ngelahirin gimana si;yes, you're the doctor when you give birth, how are you?;Positif
3162;speechless denger dokternya bilang udah detak jantungnya auto berlinang air mata suami nanya makanan yg pantang aja dokternya mie instan punggung normal hamil emg encok speechless sampe jln pulang;speechless listening to the doctor saying that his heart was beating automatically with tears in his eyes, husband asked what food to eat, the doctor, instant noodles, normal back, pregnant, gout, speechless, until he was on his way hom;Negatif
